,1_mean_energy,1_mean_max,1_mean_min,1_mean_std,1_mean_var,1_x_energy,1_x_max,1_x_mean,1_x_min,1_x_std,1_x_var,1_y_energy,1_y_max,1_y_mean,1_y_min,2_xmean_correlation,2_xy_correlation,2_ymean_correlation,User,activity
0,1.0514727958119905,1.113614762569381,0.21353764229444783,0.08800092081917571,0.007744162065022834,1.0263552707351349,1.0998697727314988,1.0093905981896472,0.21087568159118072,0.08695692084190224,0.007561506082304851,0.015158918688435245,-0.025821510904148158,-0.12263336058954531,-0.13442819116742644,0.9999820508786252,-0.9574986904305153,-0.9586577509895905,1.0,5.0
1,1.063981197839037,1.0364926737140905,1.026171561049275,0.0021057715963893756,4.434274016160259e-06,1.039001551120925,1.0232910282044307,1.019312354400787,1.0141998156009584,0.0019784921429946644,3.91443115989162e-06,0.015523180413535911,-0.11561634712048789,-0.12453714532239302,-0.13135346586943772,0.95235163788855,-0.07002458482642637,-0.27479317127838504,1.0,5.0
2,1.063447910447657,1.0361376865615162,1.026171561049275,0.0019106894378095767,3.6507341277570766e-06,1.0391022564785757,1.0240288553702657,1.019361788666923,1.0141998156009584,0.0019592526783509265,3.8386710576252794e-06,0.015130458885991484,-0.10832427227811228,-0.12287417215217337,-0.13512472885304808,0.9299479968771106,0.31365987096730136,0.040103941042570236,1.0,5.0
3,1.065097939700656,1.0395070156307875,1.022860047333335,0.002845831774542022,8.098758488992994e-06,1.0405331149970372,1.0274224398951648,1.0200613730899806,1.0101975170309367,0.0028266635971404045,7.990027091398731e-06,0.01571227540317328,-0.10832427227811228,-0.12516731204707604,-0.13701002304480556,0.974183999507721,-0.08900580223139481,-0.2576303573100328,1.0,5.0
4,1.0661258703580498,1.0395070156307875,1.022860047333335,0.0027109314872099995,7.349149528346621e-06,1.041265310733414,1.0274224398951648,1.0204205346985988,1.0101975170309367,0.002704858860172754,7.31626145345505e-06,0.01710378035243249,-0.11745320773907589,-0.13071671516846423,-0.1415944713719151,0.9867181799868542,-0.15239845716756717,-0.24209220812379306,1.0,5.0
5,1.0652594441223657,1.0371160291098707,1.0265944041759227,0.00197581328008688,3.903838117767676e-06,1.0407768554997017,1.0249562365955598,1.0201830947651895,1.0151896589585139,0.0018281345081799778,3.3420757799984495e-06,0.017270559087075487,-0.12425953357034732,-0.13138263016424298,-0.1415944713719151,0.9736344760274559,-0.32294708838483294,-0.46508379007175343,1.0,5.0
6,1.0648750248358518,1.0375215967781959,1.0265944041759227,0.0022424988998846923,5.028801315984056e-06,1.0412138760865866,1.025954872031921,1.0203966082485882,1.0151896589585139,0.0021644420659559615,4.684809456879711e-06,0.01646572009528227,-0.11884157189010461,-0.12825702534349154,-0.13772021372856458,0.9688209383768582,-0.1550781256343998,-0.3559912034145787,1.0,5.0
7,1.0641980429161766,1.0375215967781959,1.0269535433933128,0.00206577629137854,4.267431686021675e-06,1.041145666396065,1.025954872031921,1.0203633744966316,1.01585957036349,0.0020720316265209738,4.293315061303153e-06,0.0155658521171478,-0.11580964817814807,-0.12470189887753935,-0.13772021372856458,0.9682408628517036,-0.06882656103405303,-0.2668570344645515,1.0,5.0
8,1.064396285249256,1.0370285138657813,1.0269535433933128,0.002098615802257427,4.404188285484583e-06,1.0408568086798717,1.025189878554956,1.0202217083530585,1.0153591583195376,0.0021259543405053984,4.519681857913743e-06,0.01596534633309489,-0.11580964817814807,-0.12624814786808422,-0.14139554278454666,0.9563265734981425,0.10403827518633924,-0.1236353503075899,1.0,5.0
9,1.0671575056375548,1.0406379433760682,1.0272149788150475,0.002717066843726934,7.382452233280244e-06,1.0422209690123858,1.0269551132887818,1.0208888523438153,1.014438057107572,0.0026438746654732295,6.990073246731181e-06,0.018454721670794753,-0.11771626154105433,-0.13560825184424993,-0.152086087787927,0.9623944415149418,-0.05045840215793503,-0.27072402856603545,1.0,5.0
