,1_m_energy,1_m_kurtosis,1_m_max,1_m_mean,1_m_min,1_m_skew,1_m_std,1_m_var,1_x_energy,1_x_kurtosis,1_x_max,1_x_mean,1_x_min,1_x_skew,1_x_std,1_x_var,1_y_energy,1_y_kurtosis,1_y_max,1_y_mean,1_y_min,1_y_skew,1_y_std,1_y_var,1_z_energy,1_z_kurtosis,1_z_max,1_z_mean,1_z_min,1_z_skew,1_z_std,1_z_var,2_xm_correlation,2_xy_correlation,2_ym_correlation,2_yz_correlation,2_zm_correlation,2_zx_correlation,User,activity
0,1.047290279936415,54.96906720655718,1.167441436663636,1.0174883401541703,0.10185360677262506,-7.183323018096102,0.11013195752096634,0.012129048067399935,1.0222730091605559,54.96346826402621,1.1529585820203792,1.0052608847376037,0.1005838994938452,-7.183766416794337,0.10882087393123643,0.011841982603158054,0.01509454124883985,48.80631987871008,-0.012316395318627807,-0.12211511721896309,-0.14099876387590948,6.5681401681264,0.013575058659722365,0.00018428221761490314,0.009922729527019464,42.20651920752545,0.11715530192986028,0.0989737148936046,0.010263663164770268,-5.866680362495235,0.011323225759247522,0.0001282154415948866,0.9999884634285935,-0.9720609283655848,-0.9728238212689475,-0.9062502958384279,0.937414201443912,0.9362541909649281,1.0,5.0
1,1.0639450768795222,-0.172702162084295,1.0361756512499443,1.031474985115817,1.026265775005087,-0.06374168459730044,0.002115827761923563,4.476727118126473e-06,1.0389702481637633,-0.3370169340239557,1.023220413694092,1.019296949815451,1.0142660331530582,-0.07332316971285306,0.0020041020257080735,4.016424929447204e-06,0.015513262042604989,-0.5405742812642362,-0.11598227533019262,-0.12449742046572157,-0.13144484807177068,0.17325987450048774,0.0037137935608309563,1.3792262612469474e-05,0.009461566673154287,3.000204839289308,0.1050501035705771,0.097130237836947,0.07745330447235245,-1.5346168580006603,0.005249682134908341,2.7559162517575794e-05,0.9525985260076499,-0.07023164180875131,-0.2726274807855333,0.027957081562710078,0.21739379320680213,-0.0001652468113116841,1.0,5.0
2,1.0635306019628843,0.5222923421139276,1.036632157404625,1.0312743944496703,1.026265775005087,-0.10179604795633984,0.0019398311256894063,3.7629447961934296e-06,1.039178445335284,0.5241625528369691,1.0240269500900225,1.0193991181657918,1.0141595694080725,-0.28677557225631123,0.001980515719786316,3.922442516320709e-06,0.015135958384535766,-0.2645615157193295,-0.10802475276942329,-0.12289407393751393,-0.1355306717884781,0.21778142088677074,0.005773937925567179,3.333835916830302e-05,0.00921619824306397,0.9200457404922902,0.10651433646569244,0.09583572399468761,0.07745330447235245,-0.775603336566129,0.005659732787891294,3.203257523033176e-05,0.9296718257709441,0.28867631879605005,0.012088048740618394,0.27873023797997437,0.24860276981676208,0.08305031672123903,1.0,5.0
3,1.0651150930834878,1.0097923430995688,1.03979892277014,1.0320401238249683,1.0227360714555709,-0.22500005233889592,0.0028912789159929804,8.359493770065543e-06,1.0405384941717075,1.6392549299783021,1.0278700787588206,1.020063889189408,1.0101339512386538,-0.4114948862661107,0.0028702837445653516,8.238528774316096e-06,0.01571208228984243,-0.5825028035573427,-0.10802475276942329,-0.12516415831930267,-0.13732145011519967,0.45324298951206743,0.006817665857194616,4.6480567740357204e-05,0.008864516621938058,-0.7479476066977235,0.10651433646569244,0.09396835352603349,0.08138339150858981,0.029035622518311145,0.005900278845016078,3.481329044894426e-05,0.9739214695200704,-0.09275632962665274,-0.2637019786614825,0.5951110726866023,-0.16847271488097526,-0.18730173632624034,1.0,5.0
4,1.0660581398192164,1.806171731193087,1.03979892277014,1.0324972302117665,1.0227360714555709,-0.6393886564759269,0.0027724153939497407,7.686287116609495e-06,1.0411956252338515,2.284493088389779,1.0278700787588206,1.0203862298028528,1.0101339512386538,-0.6691887697646214,0.00276472413936299,7.643699566776425e-06,0.01709301496881343,1.5351447482643867,-0.1177463315668962,-0.13067411359289394,-0.14196709689970077,0.5266073827562663,0.004179193958926376,1.7465662146326714e-05,0.00776949961655205,-0.906393276130868,0.09782469355777586,0.08798779750162915,0.07650341001913105,0.1188059430592903,0.005284540762933876,2.7926371075109747e-05,0.987194741534002,-0.16049803736392598,-0.24969011070885194,0.5952081795925499,-0.1118884532658701,-0.16461451200080487,1.0,5.0
5,1.0652771807302546,0.7489628096780621,1.0372453494986904,1.0321207728954895,1.0259877543559364,-0.3930407333813544,0.0019824706223574473,3.930189768510325e-06,1.0407869745633826,0.6978672630308447,1.0251190375402603,1.020188051163458,1.0146140872250917,-0.27914716703726167,0.0018298387322071878,3.348309785885608e-06,0.017277660910804217,1.257441262655592,-0.12386978530092506,-0.13140978909844503,-0.14196709689970077,-0.67051342959364,0.003036518458682337,9.220444349918556e-06,0.007212545256067312,-0.4621777620886074,0.0945250517287864,0.08483434265722173,0.07650341001913105,0.10862882589319565,0.003979691118464797,1.5837941398387583e-05,0.9745902530563822,-0.3355081497979961,-0.47260351107519094,0.17977531867615407,0.11068880283150717,-0.020678384048677213,1.0,5.0
6,1.0648978353244944,0.2765388194227305,1.0377019475151013,1.031936413140204,1.0259877543559364,0.0005211839461005586,0.0022640269442126084,5.1258180041206825e-06,1.0412359560708884,0.23440346057180106,1.0259679834455477,1.020407393247821,1.0146140872250917,-0.018063183842201846,0.0021806949303038886,4.7554303790530814e-06,0.01647727608692481,-0.27086252697451263,-0.11846823686389496,-0.12830106075235845,-0.1370846615745137,0.2797977040096859,0.004034434703674266,1.6276663378211265e-05,0.007184603166681326,-0.4188071362496948,0.0945250517287864,0.08468080997215262,0.07673692558539665,-0.0765921251331918,0.003728621098267744,1.3902615294447356e-05,0.9693086772225583,-0.1752812509859937,-0.37405352520793506,0.0996590932545646,-0.048898321637553956,-0.1690530480617773,1.0,5.0
7,1.064153702389655,0.34358118977781915,1.0377019475151013,1.0315762206245682,1.027230164165985,0.19094829146967335,0.002060555869470425,4.245890491209019e-06,1.041091738871712,0.12918233651001687,1.0259679834455477,1.0203369889689937,1.0157967380121664,0.045653461385977236,0.0020518071362834204,4.20991252450357e-06,0.015573459511316,0.6002086814888341,-0.11573331978255882,-0.12473258256529413,-0.1370846615745137,-0.47786735438839734,0.003923814613265771,1.5396321119278012e-05,0.007488504006626389,0.17480701176092373,0.09734282793760834,0.08645019234712749,0.07713394942293783,0.032889358907348454,0.0038753624491369982,1.5018434112181113e-05,0.9686465784632871,-0.09461589565247813,-0.2893001301724155,0.2291782258400517,-0.13948812170861852,-0.2474079588638955,1.0,5.0
8,1.0644214473723463,-0.2294686583560659,1.037546391194503,1.0317058763343312,1.027230164165985,0.14120023901588308,0.0021158634972160383,4.476878338851284e-06,1.040884749808127,-0.37670209466650606,1.0253535891912533,1.0202353687923884,1.0157967380121664,0.05664638546303728,0.002141950679543451,4.5879527135966515e-06,0.015946524787586857,0.5474951993720358,-0.11573331978255882,-0.12617647770791265,-0.1408968695414771,-0.5852842050548231,0.005126802300631487,2.6284101829760313e-05,0.007590172776631207,0.5505214117229609,0.10184907297198642,0.0869736036219014,0.0734126770197429,0.22664551842692443,0.005101500041984662,2.602530267836951e-05,0.95628289373336,0.0912480638903721,-0.13619816239892685,0.36827328774011375,0.0003217988485705147,-0.09109690285628445,1.0,5.0
9,1.0671717884351668,-0.11177001459058777,1.0407173436599066,1.033036459189551,1.027598901105188,0.31854484814058637,0.002745505101757445,7.537798263776159e-06,1.0422576953815432,-0.5531704594032281,1.027221759619927,1.0209067251718509,1.0150389447471624,0.09778248910173463,0.002688148405408896,7.226141849502392e-06,0.018428564510074807,-0.9357910499753479,-0.11773593429816914,-0.13550763227383644,-0.15144251776945805,0.06173567961250151,0.00818017470446,6.691525819548723e-05,0.006485528543548494,-0.22592791346735375,0.10184907297198642,0.0801460816317517,0.06684638735130691,0.4336103022366822,0.007922232023070117,6.276176022735763e-05,0.9613650113046287,-0.033012859310506654,-0.25694926580726785,0.7294131285260634,-0.14460924073728762,-0.09120061508234839,1.0,5.0
