,1_mean_energy,1_mean_kurtosis,1_mean_max,1_mean_mean,1_mean_min,1_mean_skew,1_mean_std,1_mean_var,1_x_energy,1_x_kurtosis,1_x_max,1_x_mean,1_x_min,1_x_skew,1_x_std,1_x_var,1_y_energy,1_y_kurtosis,1_y_max,1_y_mean,1_y_min,1_y_skew,1_y_std,1_y_var,1_z_energy,1_z_kurtosis,1_z_max,1_z_mean,1_z_min,1_z_skew,1_z_std,1_z_var,2_xmean_correlation,2_xy_correlation,2_ymean_correlation,2_yz_correlation,2_zmean_correlation,2_zx_correlation,User,activity
0,1.0506929844185098,74.69715575660489,1.1059938508411984,1.021280051878518,0.21269814526219616,-8.390650097633788,0.08807733088416826,0.00775761621567926,1.0244103574454642,74.68808620255096,1.0911786986723477,1.008422448758049,0.20972805642904851,-8.392415415915517,0.08700703725332062,0.007570224531600722,0.01852912498163813,13.695371883847756,-0.028977475077845607,-0.13504370554310147,-0.1551197262466136,2.8344947681752948,0.0171835772791142,0.0002952753281072897,0.007753501991406984,7.704303311872009,0.10780275865385393,0.08722512409990944,0.02037030393943525,-1.5682123831996604,0.01211392541882724,0.0001467471890529087,0.9999015844247764,-0.6731910492505929,-0.6820090570249144,-0.014450596083886947,0.5830999771780286,0.5848092213523594,18.0,5.0
1,1.0653696574980238,-0.3626192701855322,1.036372846128796,1.0321654174676507,1.026897738291366,-0.45037214533527464,0.0020617933387919955,4.250991771887044e-06,1.0380129776598304,-0.20579226544854556,1.0228596361920985,1.0188273143623383,1.0138026159042508,-0.3232852348654962,0.001979993127217168,3.92037278382722e-06,0.02123453639022677,0.6823055235128508,-0.13210047036401526,-0.1456438025363399,-0.15526849568023898,0.5554431954088356,0.004758742404791918,2.264562927516476e-05,0.0061221434479668746,0.8158188744282473,0.09044611298490163,0.07811941161654866,0.06766137473821712,0.26113291159634705,0.0044382379626668475,1.9697956213257173e-05,0.9450107955773719,-0.0821958240643438,-0.36331790688244736,0.22635321419092427,-0.07444913441103385,-0.17409818086723314,18.0,5.0
2,1.0650304542783193,-0.4974266234425593,1.0361134697333592,1.0320014429643383,1.0278716218594373,-0.11148534634039405,0.0018737953284159537,3.5111089327934517e-06,1.0378403313230533,-0.1543089771507602,1.023559538604375,1.0187427878431756,1.014384285825636,0.11868979690892376,0.0018704346623250234,3.498525826026924e-06,0.02108980676051588,0.28650972608396286,-0.13822612992773825,-0.14517891111669765,-0.15526849568023898,-0.48497603845793,0.0036084255339719497,1.3020734834220749e-05,0.006100316194750789,-0.5225670327432894,0.08986654124252183,0.0779431021868224,0.06766137473821712,0.1588792722920719,0.005044150151698555,2.5443450752880547e-05,0.9631981983358724,-0.14450874038303252,-0.3353400015327347,0.39166289043828073,-0.19890511275230185,-0.30092659678002526,18.0,5.0
3,1.0641848605002862,-0.21173778124998366,1.0361134697333592,1.0315917062890694,1.0276736387911083,0.19158824539556876,0.001856469956399458,3.4464806990138057e-06,1.0374894124569294,0.014875656277562044,1.023559538604375,1.0185704892633778,1.0142069068157062,0.3380524239160973,0.0018991913995700367,3.6069279722007946e-06,0.020480529489791083,-0.027663128941526338,-0.13556286860991668,-0.14307450536814562,-0.1521354184247958,-0.033910315574118985,0.0032122561144766475,1.031858934499261e-05,0.00621491855356541,-0.8335204151576177,0.08800504535030268,0.07870383590777136,0.06948191885258279,0.0054827539936204905,0.004564328860575742,2.0833097947484655e-05,0.9641274531354755,-0.0762493109575695,-0.2750650976578529,0.22339998334244798,-0.2149036246586174,-0.34505913881020844,18.0,5.0
4,1.0630796302593304,-0.16822199581428388,1.0351232367566312,1.031056076724254,1.0271173931263173,-0.07325147069138446,0.0017398796312144743,3.027181131115015e-06,1.0367244803520743,-0.04754561759614173,1.0228798669890475,1.0181952228206232,1.0142069068157062,-0.0541455164282421,0.0017316359215359324,2.9985629647535983e-06,0.02019150838672842,-0.36797659739856714,-0.13495155889032476,-0.1420462565719437,-0.1521354184247958,-0.35091440877133034,0.003809793417601619,1.4514525884800625e-05,0.00616364152052806,-0.5737404447264747,0.08671286601757672,0.07841706103908258,0.07016013343599292,0.10345876149012652,0.0038146525744153907,1.4551574263493966e-05,0.9449483196028433,-0.06289123658001944,-0.34605657525408207,0.11043677304696731,-0.20169676665999156,-0.34149035225072977,18.0,5.0
5,1.0635703860744317,-0.008292542616689325,1.0352156255416292,1.0312940198558669,1.0270466885454985,-0.23210430290220713,0.001749656231382682,3.0612969280162487e-06,1.037205960565647,-0.24685618143936505,1.0219213204074575,1.018431689633195,1.014426065337449,-0.2466864025320472,0.001697924021262274,2.882945981979451e-06,0.020187936947909137,-0.5108699658523124,-0.13495155889032476,-0.1420437956904129,-0.1509017108049825,-0.20324263905233964,0.0034078124399136074,1.1613185625629934e-05,0.0061764885608759455,0.3167560810915937,0.09222858948567764,0.07848283371423491,0.07145175766676025,0.632293951923028,0.004135748690626395,1.7104417232017945e-05,0.9464513107606132,-0.08538052204678313,-0.3479924141304469,0.01879557551353772,-0.009817674507634771,-0.19591769468983636,18.0,5.0
6,1.0635947407379687,0.21807106982349023,1.0366269864920445,1.0313050574745228,1.0258432750259021,-0.4619966294867891,0.002160051776445051,4.665823676923422e-06,1.0371407399408323,0.0673640687360515,1.0235550365927393,1.018398984668314,1.013141781186329,-0.34462237038671084,0.002071443009429692,4.290876141315139e-06,0.020326620169021665,-0.7227050288174479,-0.1353730586125192,-0.14253130232207667,-0.1499794822553626,-0.01619083695812352,0.0034005387859579413,1.1563664034804308e-05,0.006127380628114608,0.459678819733917,0.09222858948567764,0.07816548955025175,0.06893090087439686,0.3931740726306174,0.0042088016822002285,1.7714011600091476e-05,0.9658914445913522,-0.2503321532223523,-0.44941297696739074,0.04334011784855033,-0.09177851930516022,-0.24469274417740916,18.0,5.0
7,1.0640209009240975,-0.06428255959439033,1.0366269864920445,1.0315114328193002,1.0258432750259021,-0.5021750137477896,0.0022618681766211823,5.1160476484116325e-06,1.0381704252528334,-0.13952240688592266,1.0235550365927393,1.0189039369622308,1.013141781186329,-0.3865013754479354,0.002290184523509274,5.2449451517214005e-06,0.019259152601755602,-0.7750777775506119,-0.12720194720214525,-0.1386635710683815,-0.1499794822553626,0.20006587145425156,0.00564672608458028,3.1885515474279334e-05,0.006591323069508754,0.957256228607434,0.09856039091632572,0.08100341889715905,0.06893090087439686,0.5857871080973657,0.005483602413967491,3.006989543447009e-05,0.9455313640801611,0.22728080896016628,-0.04640986538617713,0.3288322877085523,0.18360523772796847,0.09973778567830104,18.0,5.0
8,1.0643215924086027,1.1591013853015695,1.0360914285145346,1.0316567282105544,1.0234691621862364,-1.002468153936769,0.0024592736252844792,6.048026764019864e-06,1.0389860472439219,0.914581811411431,1.02329216794871,1.019303429191167,1.010635469588658,-0.8972388980306049,0.0025754244621275196,6.632811160124823e-06,0.017901025937111036,-0.4688172834346602,-0.11584589602098289,-0.13350011319044724,-0.15429435337956515,-0.3936241085371503,0.008918583212256354,7.954112651394087e-05,0.007434519227569812,0.8590111806728875,0.10891410334068793,0.08584919364578246,0.07240577608004847,1.0426378847905236,0.008067591853953431,6.508603832197575e-05,0.7621562234904966,0.3048825346879117,-0.3495598956716004,-0.6506523523400395,0.1588058621214935,-0.4293893900526262,18.0,5.0
9,1.0627774859699048,-0.008289560081473635,1.0367865260902016,1.0309070464697567,1.0234691621862364,-0.5015524950270817,0.002868764015537144,8.229806976840799e-06,1.0377152566540204,0.130487044182114,1.023466907975165,1.0186789106758014,1.0104770427185055,-0.7034002098862109,0.0029359489686555463,8.619796346549567e-06,0.018597290009864306,-1.0565070693013325,-0.11584589602098289,-0.1358855289757945,-0.15811319075599123,-0.32833392103880055,0.011565056425895615,0.00013375053013414944,0.006464939306019474,0.493637938467693,0.10891410334068793,0.07964716727551995,0.05743529264740241,0.8697237162184153,0.011067654711498386,0.00012249298081295243,0.7991475142128385,0.26397447533333773,-0.28550946002334765,0.018693781416209285,0.10862617977650335,-0.19518947880978268,18.0,5.0
