,1_m_energy,1_m_kurtosis,1_m_max,1_m_mean,1_m_min,1_m_skew,1_m_std,1_m_var,1_x_energy,1_x_kurtosis,1_x_max,1_x_mean,1_x_min,1_x_skew,1_x_std,1_x_var,1_y_energy,1_y_kurtosis,1_y_max,1_y_mean,1_y_min,1_y_skew,1_y_std,1_y_var,1_z_energy,1_z_kurtosis,1_z_max,1_z_mean,1_z_min,1_z_skew,1_z_std,1_z_var,2_xm_correlation,2_xy_correlation,2_ym_correlation,2_yz_correlation,2_zm_correlation,2_zx_correlation,User,activity
0,1.0644930603325695,0.9433415237036002,1.0411712547341458,1.0317390947642386,1.0246066386644483,0.25595142955166666,0.002752531917947047,7.576431959317249e-06,1.0390469164658835,0.7656022166111094,1.027777854158295,1.0193333915081106,1.0125000434425,0.20229644481632245,0.0025332979377259133,6.417598441286366e-06,0.015355672282332809,-0.4122229007333842,-0.1152777831908018,-0.12386111509353055,-0.1333333412052118,-0.00966585672771394,0.003773438551912936,1.4238838505062794e-05,0.010090471584354332,1.6816952553701028,0.1097222278137498,0.10033333782859609,0.08055555904523583,-0.5726174221818392,0.0048920575216465706,2.3932226795098784e-05,0.9737777989921829,-0.24957455301890863,-0.39066790518435907,0.007726593743809337,0.294841717395778,0.1382326852769621,1.0,5.0
1,1.0640312546360002,0.5559369716482316,1.0411712547341458,1.0315146108169544,1.0238156047668299,0.0758631229503771,0.002991960127112172,8.951825402229083e-06,1.0390201224282989,0.4306629548657108,1.027777854158295,1.0193195025892778,1.0125000434425,-0.05258798429321515,0.002820213733179717,7.953605500815475e-06,0.015546876003464098,-0.19090973520643972,-0.1124999994242935,-0.12461111513021242,-0.1347222330884659,0.10251467693289573,0.004374627195553461,1.9137363100075943e-05,0.009464256204238622,1.4312513234489699,0.1097222278137498,0.09709722630483482,0.07500000366818386,-0.8318462741761877,0.00606237345146007,3.675237186496788e-05,0.9663635400011479,-0.14289931869781652,-0.31472975041333306,-0.020189710207168088,0.2261087803201597,0.04010472018204822,1.0,5.0
2,1.0632387581611105,0.3361038687970659,1.0377631268393086,1.0311308823734129,1.022235469579322,-0.45838791240193827,0.002817975657511785,7.940986806328976e-06,1.0388787062206137,0.7679787593979626,1.025000070391787,1.0192500579951154,1.009722259675992,-0.5970073636562763,0.002847202697364643,8.1065631998805e-06,0.015136748778738997,-0.534500464773807,-0.1083333359304957,-0.12287500440917264,-0.1347222330884659,0.10371571878654903,0.006234643371072715,3.887077796446095e-05,0.009223303161758914,0.06454015856117445,0.1097222278137498,0.09580555910226188,0.07500000366818386,-0.35083051513831254,0.006711817323178124,4.504849177971396e-05,0.9534540463239756,0.22438505744854326,0.006630207632027025,0.20909941548289457,0.2198814352424061,0.0568137478820274,1.0,5.0
3,1.065110501852686,0.3201678630339999,1.0412203542126186,1.032035954973891,1.022235469579322,-0.13555297032036864,0.003523298187248067,1.2413630116265516e-05,1.040553690646496,0.7807529005578155,1.02916674604155,1.020069504206235,1.009722259675992,-0.3054003729504634,0.0034666134817205453,1.201740903164664e-05,0.01572833838128648,-0.7814984556172693,-0.1083333359304957,-0.1252083380322134,-0.1375000046990097,0.3686042507745476,0.0071922003557357145,5.1727745957044935e-05,0.008828472824904803,-0.6900041840470656,0.1097222278137498,0.0936944475727436,0.0791666671619817,0.15824827575394387,0.007094123257395572,5.032658479112076e-05,0.9749075298842849,-0.07912776084298546,-0.2322943800625055,0.4918374569311647,-0.033990463876820025,-0.09880142740055893,1.0,5.0
4,1.0663541574083335,1.4326159612788847,1.0412203542126186,1.0326393260366848,1.022235469579322,-0.4411973906187576,0.0032066425430096724,1.028255639863954e-05,1.0414870067528879,1.4694083526390025,1.02916674604155,1.020527838527709,1.009722259675992,-0.4210726310421305,0.003168267992155125,1.0037922070114668e-05,0.01712027517775493,0.8208714314014212,-0.1180555548013455,-0.13076389365238475,-0.1416666681928075,0.341518113333088,0.004614349010498218,2.1292216790685883e-05,0.007746875477691981,-0.16366755687315893,0.1027777805534437,0.08777778042760512,0.07222222597965787,0.04074600890949584,0.006508482491218566,4.2360344338498634e-05,0.9828627675118122,-0.11368880883079258,-0.21282502760146563,0.4580517265934144,0.01724717443527425,-0.074271472455205,1.0,5.0
5,1.0652733109285668,1.0325124477278487,1.0378765078925425,1.032117323247506,1.022467553352363,-0.5478980038771919,0.0026859117992587616,7.214122193397439e-06,1.0407749102607367,0.8180020299043798,1.025000070391787,1.0201806155568953,1.011111151559246,-0.48007354366431143,0.002546913896143131,6.486770394366983e-06,0.0172689056633938,0.4626597062559714,-0.1236111101783975,-0.13136111618970678,-0.1416666681928075,-0.5076186299927676,0.0036463371393086453,1.3295774533501555e-05,0.0072294950044376645,0.8139222798229526,0.1013888947481719,0.08484722457114138,0.07083333409640376,-0.1958139980825872,0.00554535814729586,3.0750996981780575e-05,0.9760830989414137,-0.22924041897006528,-0.360071384618525,0.17173954002927355,0.13509357004253905,-0.0038216014405136854,1.0,5.0
6,1.0648521312212806,-0.45786492586555916,1.0383661410038774,1.0319123843599263,1.025090377446361,-0.22569171902087168,0.0030087793915203787,9.052753426837741e-06,1.0411737923214979,-0.6772048826986272,1.026388962275041,1.0203750604205504,1.013888935325754,-0.16351902569326368,0.002935053430729133,8.614538641234852e-06,0.016440819206022545,0.0347510689066719,-0.1180555548013455,-0.128138893949457,-0.1416666681928075,0.04520922712234952,0.004632239181074065,2.1457639830677726e-05,0.007237519693760519,0.5010974226842344,0.09861111705964587,0.0849027801249119,0.07083333409640376,-0.23438775577860105,0.0054158037374523686,2.9330930122603045e-05,0.972652670680858,-0.1412806653737663,-0.31650978003495783,0.06631357289368259,0.011552433650692593,-0.1271283958955804,1.0,5.0
7,1.0642573973721172,-0.18736636926442873,1.0383661410038774,1.0316249106287558,1.025090377446361,-0.28812405249436845,0.002741588113266351,7.516305382803349e-06,1.0412295023193985,-0.275634941992696,1.026388962275041,1.0204028382582162,1.013888935325754,-0.23605732041875097,0.0027615677684531296,7.626256539759199e-06,0.01554143629857137,1.7621727989381477,-0.1111111196970039,-0.12458333777878593,-0.1416666681928075,-0.529060500499463,0.0045425314960118035,2.0634592392259235e-05,0.007486458754148901,-0.2557156992256857,0.09861111705964587,0.08636111350255779,0.07222222597965787,-0.15216655198236304,0.00533871213116283,2.8501847219425166e-05,0.9677582886022467,-0.03370587099675166,-0.22881605693397913,0.038244862650122335,-0.06530745304446445,-0.21994496100991745,1.0,5.0
8,1.064407705043774,-0.3136807151479384,1.0379480643860282,1.031698034654404,1.0256698065379057,-0.15222309395205758,0.0026343369807259242,6.939731328020178e-06,1.040832047733927,-0.28228941225071225,1.026388962275041,1.0202083933945598,1.013888935325754,-0.19629382181866717,0.002636530704951496,6.951294158152032e-06,0.016036806564848155,1.2341179495733505,-0.1111111196970039,-0.12650000395841005,-0.1458333438425699,-0.7108052130552508,0.005908012310841786,3.49046094650581e-05,0.007538850745000051,0.6008060245301712,0.1041666724366978,0.08658333577841969,0.06527777871935178,-0.10289269975749521,0.00652707728313937,4.2602737860074015e-05,0.9580264414140479,0.09306792591317938,-0.12160241485166115,0.33587575004120235,0.08898238979095913,-0.021173389023185902,1.0,5.0
9,1.0671195330922671,0.16824392266458466,1.0421823560039087,1.033009777008992,1.0255625972699198,0.14700476718742853,0.0032308012734959713,1.043807686882319e-05,1.042110580665084,-0.14912131002088636,1.027777854158295,1.020833394742025,1.0125000434425,-0.08028016488228396,0.0031399743543713793,9.859438946109959e-06,0.01851653303689948,-0.8884189487008136,-0.1166666750740559,-0.1358194495317405,-0.1541666708301656,-0.056360274261428214,0.00838530254566306,7.031329878230341e-05,0.006492419390284939,-0.12470100255553751,0.1041666724366978,0.08009722472376202,0.06388889291407993,0.40005400022686194,0.008810804996306725,7.763028468294355e-05,0.9657900732354977,-0.0717839329883534,-0.2688926128110189,0.6608981054874712,-0.09084688085958784,-0.08522056764607386,1.0,5.0
